id,user_id,vehicle_id,start_time,end_time,start_odometer,end_odometer,distance_traveled,status,observations
22222222-2222-2222-2222-222222222043,00000000-0000-0000-0000-000000000004,11111111-1111-1111-1111-111111111114,2025-03-31 08:00:00+00,2025-03-31 18:00:00+00,56224,56445,221,encerrada,Seed data
22222222-2222-2222-2222-222222222044,00000000-0000-0000-0000-000000000005,11111111-1111-1111-1111-111111111115,2025-04-13 08:00:00+00,2025-04-13 18:00:00+00,1833,1911,78,encerrada,Seed data
22222222-2222-2222-2222-222222222045,00000000-0000-0000-0000-000000000002,11111111-1111-1111-1111-111111111116,2025-04-28 08:00:00+00,2025-04-28 18:00:00+00,290501,290706,205,encerrada,Seed data
22222222-2222-2222-2222-222222222046,00000000-0000-0000-0000-000000000004,11111111-1111-1111-1111-111111111117,2025-05-15 08:00:00+00,2025-05-15 18:00:00+00,1792,1874,82,encerrada,Seed data
22222222-2222-2222-2222-222222222047,00000000-0000-0000-0000-000000000005,11111111-1111-1111-1111-111111111118,2025-12-17 08:00:00+00,2025-12-17 18:00:00+00,382841,383040,199,encerrada,Seed data
22222222-2222-2222-2222-222222222048,00000000-0000-0000-0000-000000000002,11111111-1111-1111-1111-111111111111,2026-03-05 08:00:00+00,2026-03-05 18:00:00+00,96049,96282,233,encerrada,Seed data
22222222-2222-2222-2222-222222222049,00000000-0000-0000-0000-000000000004,11111111-1111-1111-1111-111111111112,2025-06-09 08:00:00+00,2025-06-09 18:00:00+00,16271,16515,244,encerrada,Seed data
22222222-2222-2222-2222-222222222050,00000000-0000-0000-0000-000000000005,11111111-1111-1111-1111-111111111113,2025-07-03 08:00:00+00,2025-07-03 18:00:00+00,181429,181504,75,encerrada,Seed data
22222222-2222-2222-2222-222222222051,00000000-0000-0000-0000-000000000002,11111111-1111-1111-1111-111111111114,2025-11-25 08:00:00+00,2025-11-25 18:00:00+00,56445,56671,226,encerrada,Seed data
22222222-2222-2222-2222-222222222052,00000000-0000-0000-0000-000000000004,11111111-1111-1111-1111-111111111115,2025-04-29 08:00:00+00,2025-04-29 18:00:00+00,1911,2009,98,encerrada,Seed data
22222222-2222-2222-2222-222222222053,00000000-0000-0000-0000-000000000005,11111111-1111-1111-1111-111111111116,2025-05-25 08:00:00+00,2025-05-25 18:00:00+00,290706,290863,157,encerrada,Seed data
22222222-2222-2222-2222-222222222054,00000000-0000-0000-0000-000000000002,11111111-1111-1111-1111-111111111117,2025-09-30 08:00:00+00,2025-09-30 18:00:00+00,1874,2072,198,encerrada,Seed data
22222222-2222-2222-2222-222222222055,00000000-0000-0000-0000-000000000004,11111111-1111-1111-1111-111111111118,2026-03-05 08:00:00+00,2026-03-05 18:00:00+00,383040,383228,188,encerrada,Seed data
22222222-2222-2222-2222-222222222056,00000000-0000-0000-0000-000000000005,11111111-1111-1111-1111-111111111111,2025-09-25 08:00:00+00,2025-09-25 18:00:00+00,96282,96383,101,encerrada,Seed data
22222222-2222-2222-2222-222222222057,00000000-0000-0000-0000-000000000002,11111111-1111-1111-1111-111111111112,2025-05-12 08:00:00+00,2025-05-12 18:00:00+00,16515,16633,118,encerrada,Seed data
22222222-2222-2222-2222-222222222058,00000000-0000-0000-0000-000000000004,11111111-1111-1111-1111-111111111113,2026-01-07 08:00:00+00,2026-01-07 18:00:00+00,181504,181596,92,encerrada,Seed data
22222222-2222-2222-2222-222222222059,00000000-0000-0000-0000-000000000005,11111111-1111-1111-1111-111111111114,2025-06-14 08:00:00+00,2025-06-14 18:00:00+00,56671,56731,60,encerrada,Seed data
22222222-2222-2222-2222-222222222060,00000000-0000-0000-0000-000000000002,11111111-1111-1111-1111-111111111115,2025-09-01 08:00:00+00,2025-09-01 18:00:00+00,2009,2107,98,encerrada,Seed data
22222222-2222-2222-2222-222222222061,00000000-0000-0000-0000-000000000004,11111111-1111-1111-1111-111111111116,2025-06-01 08:00:00+00,2025-06-01 18:00:00+00,290863,290986,123,encerrada,Seed data
22222222-2222-2222-2222-222222222062,00000000-0000-0000-0000-000000000005,11111111-1111-1111-1111-111111111117,2025-07-06 08:00:00+00,2025-07-06 18:00:00+00,2072,2125,53,encerrada,Seed data
22222222-2222-2222-2222-222222222063,00000000-0000-0000-0000-000000000002,11111111-1111-1111-1111-111111111118,2025-12-01 08:00:00+00,2025-12-01 18:00:00+00,383228,383388,160,encerrada,Seed data
22222222-2222-2222-2222-222222222064,00000000-0000-0000-0000-000000000004,11111111-1111-1111-1111-111111111111,2025-06-18 08:00:00+00,2025-06-18 18:00:00+00,96383,96486,103,encerrada,Seed data
22222222-2222-2222-2222-222222222065,00000000-0000-0000-0000-000000000005,11111111-1111-1111-1111-111111111112,2025-10-27 08:00:00+00,2025-10-27 18:00:00+00,16633,16771,138,encerrada,Seed data
22222222-2222-2222-2222-222222222066,00000000-0000-0000-0000-000000000002,11111111-1111-1111-1111-111111111113,2025-04-20 08:00:00+00,2025-04-20 18:00:00+00,181596,181822,226,encerrada,Seed data
22222222-2222-2222-2222-222222222067,00000000-0000-0000-0000-000000000004,11111111-1111-1111-1111-111111111114,2025-09-06 08:00:00+00,2025-09-06 18:00:00+00,56731,56903,172,encerrada,Seed data
22222222-2222-2222-2222-222222222068,00000000-0000-0000-0000-000000000005,11111111-1111-1111-1111-111111111115,2025-12-12 08:00:00+00,2025-12-12 18:00:00+00,2107,2249,142,encerrada,Seed data
22222222-2222-2222-2222-222222222069,00000000-0000-0000-0000-000000000002,11111111-1111-1111-1111-111111111116,2025-08-28 08:00:00+00,2025-08-28 18:00:00+00,290986,291224,238,encerrada,Seed data
22222222-2222-2222-2222-222222222070,00000000-0000-0000-0000-000000000004,11111111-1111-1111-1111-111111111117,2025-09-01 08:00:00+00,2025-09-01 18:00:00+00,2125,2320,195,encerrada,Seed data
22222222-2222-2222-2222-222222222071,00000000-0000-0000-0000-000000000005,11111111-1111-1111-1111-111111111118,2026-01-25 08:00:00+00,2026-01-25 18:00:00+00,383388,383440,52,encerrada,Seed data
22222222-2222-2222-2222-222222222072,00000000-0000-0000-0000-000000000002,11111111-1111-1111-1111-111111111111,2025-09-10 08:00:00+00,2025-09-10 18:00:00+00,96486,96695,209,encerrada,Seed data
22222222-2222-2222-2222-222222222073,00000000-0000-0000-0000-000000000004,11111111-1111-1111-1111-111111111112,2025-03-13 08:00:00+00,2025-03-13 18:00:00+00,16771,16898,127,encerrada,Seed data
22222222-2222-2222-2222-222222222074,00000000-0000-0000-0000-000000000005,11111111-1111-1111-1111-111111111113,2025-09-20 08:00:00+00,2025-09-20 18:00:00+00,181822,182052,230,encerrada,Seed data
22222222-2222-2222-2222-222222222075,00000000-0000-0000-0000-000000000002,11111111-1111-1111-1111-111111111114,2025-05-20 08:00:00+00,2025-05-20 18:00:00+00,56903,57062,159,encerrada,Seed data
22222222-2222-2222-2222-222222222076,00000000-0000-0000-0000-000000000004,11111111-1111-1111-1111-111111111115,2025-08-12 08:00:00+00,2025-08-12 18:00:00+00,2249,2310,61,encerrada,Seed data
22222222-2222-2222-2222-222222222077,00000000-0000-0000-0000-000000000005,11111111-1111-1111-1111-111111111116,2026-01-01 08:00:00+00,2026-01-01 18:00:00+00,291224,291323,99,encerrada,Seed data
22222222-2222-2222-2222-222222222078,00000000-0000-0000-0000-000000000002,11111111-1111-1111-1111-111111111117,2026-03-02 08:00:00+00,2026-03-02 18:00:00+00,2320,2520,200,encerrada,Seed data
22222222-2222-2222-2222-222222222079,00000000-0000-0000-0000-000000000004,11111111-1111-1111-1111-111111111118,2025-04-07 08:00:00+00,2025-04-07 18:00:00+00,383440,383603,163,encerrada,Seed data
22222222-2222-2222-2222-222222222080,00000000-0000-0000-0000-000000000005,11111111-1111-1111-1111-111111111111,2025-11-03 08:00:00+00,2025-11-03 18:00:00+00,96695,96933,238,encerrada,Seed data
22222222-2222-2222-2222-222222222081,00000000-0000-0000-0000-000000000002,11111111-1111-1111-1111-111111111112,2025-07-14 08:00:00+00,2025-07-14 18:00:00+00,16898,17142,244,encerrada,Seed data
22222222-2222-2222-2222-222222222082,00000000-0000-0000-0000-000000000004,11111111-1111-1111-1111-111111111113,2025-06-13 08:00:00+00,2025-06-13 18:00:00+00,182052,182235,183,encerrada,Seed data
22222222-2222-2222-2222-222222222083,00000000-0000-0000-0000-000000000005,11111111-1111-1111-1111-111111111114,2025-08-04 08:00:00+00,2025-08-04 18:00:00+00,57062,57119,57,encerrada,Seed data
22222222-2222-2222-2222-222222222084,00000000-0000-0000-0000-000000000002,11111111-1111-1111-1111-111111111115,2025-12-21 08:00:00+00,2025-12-21 18:00:00+00,2310,2420,110,encerrada,Seed data
22222222-2222-2222-2222-222222222085,00000000-0000-0000-0000-000000000004,11111111-1111-1111-1111-111111111116,2025-05-28 08:00:00+00,2025-05-28 18:00:00+00,291323,291441,118,encerrada,Seed data
22222222-2222-2222-2222-222222222086,00000000-0000-0000-0000-000000000005,11111111-1111-1111-1111-111111111117,2025-11-26 08:00:00+00,2025-11-26 18:00:00+00,2520,2590,70,encerrada,Seed data
22222222-2222-2222-2222-222222222087,00000000-0000-0000-0000-000000000002,11111111-1111-1111-1111-111111111118,2025-09-25 08:00:00+00,2025-09-25 18:00:00+00,383603,383764,161,encerrada,Seed data
22222222-2222-2222-2222-222222222088,00000000-0000-0000-0000-000000000004,11111111-1111-1111-1111-111111111111,2026-01-28 08:00:00+00,2026-01-28 18:00:00+00,96933,97062,129,encerrada,Seed data
22222222-2222-2222-2222-222222222089,00000000-0000-0000-0000-000000000005,11111111-1111-1111-1111-111111111112,2025-05-22 08:00:00+00,2025-05-22 18:00:00+00,17142,17311,169,encerrada,Seed data
22222222-2222-2222-2222-222222222090,00000000-0000-0000-0000-000000000002,11111111-1111-1111-1111-111111111113,2025-06-29 08:00:00+00,2025-06-29 18:00:00+00,182235,182416,181,encerrada,Seed data
22222222-2222-2222-2222-222222222091,00000000-0000-0000-0000-000000000004,11111111-1111-1111-1111-111111111114,2026-02-16 08:00:00+00,2026-02-16 18:00:00+00,57119,57352,233,encerrada,Seed data
22222222-2222-2222-2222-222222222092,00000000-0000-0000-0000-000000000005,11111111-1111-1111-1111-111111111115,2025-06-14 08:00:00+00,2025-06-14 18:00:00+00,2420,2540,120,encerrada,Seed data
22222222-2222-2222-2222-222222222093,00000000-0000-0000-0000-000000000002,11111111-1111-1111-1111-111111111116,2025-05-18 08:00:00+00,2025-05-18 18:00:00+00,291441,291674,233,encerrada,Seed data
22222222-2222-2222-2222-222222222094,00000000-0000-0000-0000-000000000004,11111111-1111-1111-1111-111111111117,2025-04-20 08:00:00+00,2025-04-20 18:00:00+00,2590,2722,132,encerrada,Seed data
22222222-2222-2222-2222-222222222095,00000000-0000-0000-0000-000000000005,11111111-1111-1111-1111-111111111118,2025-07-05 08:00:00+00,2025-07-05 18:00:00+00,383764,383917,153,encerrada,Seed data
22222222-2222-2222-2222-222222222096,00000000-0000-0000-0000-000000000002,11111111-1111-1111-1111-111111111111,2026-01-02 08:00:00+00,2026-01-02 18:00:00+00,97062,97311,249,encerrada,Seed data
22222222-2222-2222-2222-222222222097,00000000-0000-0000-0000-000000000004,11111111-1111-1111-1111-111111111112,2026-01-22 08:00:00+00,2026-01-22 18:00:00+00,17311,17410,99,encerrada,Seed data
22222222-2222-2222-2222-222222222098,00000000-0000-0000-0000-000000000005,11111111-1111-1111-1111-111111111113,2025-09-04 08:00:00+00,2025-09-04 18:00:00+00,182416,182574,158,encerrada,Seed data
22222222-2222-2222-2222-222222222099,00000000-0000-0000-0000-000000000002,11111111-1111-1111-1111-111111111114,2026-03-03 08:00:00+00,2026-03-03 18:00:00+00,57352,57600,248,encerrada,Seed data
